,Protein,Number_of_detected_peptides
3493,PURA2_HUMAN,2
3494,PURA_HUMAN,2
3495,PURB_HUMAN,2
3496,PUS7_HUMAN,2
3497,PWP2A_HUMAN,2
3498,PWP2B_HUMAN,2
3499,Q8N1G2,2
3500,QSOX2_HUMAN,2
3501,R3GEF_HUMAN,2
3502,R3HD2_HUMAN,2
3503,RAB12_HUMAN,2
3504,RAB28_HUMAN,2
3505,RAB5C_HUMAN,2
3506,RABP1_HUMAN,2
3507,RAD21_HUMAN,2
3508,RADI_HUMAN,2
3509,RAI3_HUMAN,2
3510,RASEF_HUMAN,2
3511,RBG1L_HUMAN,2
3512,RBM34_HUMAN,2
3513,RBM4B_HUMAN,2
3514,RBM7_HUMAN,2
3515,RCAS1_HUMAN,2
3516,RCN2_HUMAN,2
3517,RED_HUMAN,2
3518,RELL1_HUMAN,2
3519,REL_HUMAN,2
3520,REPI1_HUMAN,2
3521,REST_HUMAN,2
3522,RET_HUMAN,2
3523,RF1M_HUMAN,2
3524,RFIP5_HUMAN,2
3525,RGPD1_HUMAN,2
3526,RGS19_HUMAN,2
3527,RGS7_HUMAN,2
3528,RHBL4_HUMAN,2
3529,RHDF2_HUMAN,2
3530,RHG30_HUMAN,2
3531,RHPN2_HUMAN,2
3532,RIN1_HUMAN,2
3533,RIPL1_HUMAN,2
3534,RIPL2_HUMAN,2
3535,RL10A_HUMAN,2
3536,RL11_HUMAN,2
3537,RL26_HUMAN,2
3538,RL29_HUMAN,2
3539,RL32_HUMAN,2
3540,RL36_HUMAN,2
3541,RL7L_HUMAN,2
3542,RMD3_HUMAN,2
3543,RMXL2_HUMAN,2
3544,RN139_HUMAN,2
3545,RN168_HUMAN,2
3546,RN3P2_HUMAN,2
3547,RNF14_HUMAN,2
3548,RNF34_HUMAN,2
3549,RNF39_HUMAN,2
3550,RNF4_HUMAN,2
3551,RPA1_HUMAN,2
3552,RPAB5_HUMAN,2
3553,RPB9_HUMAN,2
3554,RPP25_HUMAN,2
3555,RPP30_HUMAN,2
3556,RS10L_HUMAN,2
3557,RS26L_HUMAN,2
3558,RSBN1_HUMAN,2
3559,RSMN_HUMAN,2
3560,RSU1_HUMAN,2
3561,RT16_HUMAN,2
3562,RTCB_HUMAN,2
3563,RTF1_HUMAN,2
3564,RTKN2_HUMAN,2
3565,RU1C_HUMAN,2
3566,RU2B_HUMAN,2
3567,RUFY1_HUMAN,2
3568,RUSC2_HUMAN,2
3569,S12A2_HUMAN,2
3570,S12A4_HUMAN,2
3571,S19A1_HUMAN,2
3572,S39A7_HUMAN,2
3573,S4A10_HUMAN,2
3574,S4A8_HUMAN,2
3575,S61A1_HUMAN,2
3576,SAHH2_HUMAN,2
3577,SAP30_HUMAN,2
3578,SAPC2_HUMAN,2
3579,SATT_HUMAN,2
3580,SC24C_HUMAN,2
3581,SCAP_HUMAN,2
3582,SCFD1_HUMAN,2
3583,SCLY_HUMAN,2
3584,SEC63_HUMAN,2
3585,SELN_HUMAN,2
3586,SELS_HUMAN,2
3587,SEP11_HUMAN,2
3588,SEPT5_HUMAN,2
3589,SETD5_HUMAN,2
3590,SGOL1_HUMAN,2
3591,SH2D3_HUMAN,2
3592,SH319_HUMAN,2
3593,SH3L1_HUMAN,2
3594,SHC1_HUMAN,2
3595,SHC3_HUMAN,2
3596,SHCBP_HUMAN,2
3597,SHOX2_HUMAN,2
3598,SHPRH_HUMAN,2
3599,SI1L3_HUMAN,2
3600,SIAS_HUMAN,2
3601,SKIV2_HUMAN,2
3602,SLF2_HUMAN,2
3603,SLIK6_HUMAN,2
3604,SLIRP_HUMAN,2
3605,SLU7_HUMAN,2
3606,SMAL1_HUMAN,2
3607,SMBT1_HUMAN,2
3608,SMD1_HUMAN,2
3609,SMD2_HUMAN,2
3610,SMHD1_HUMAN,2
3611,SMS1_HUMAN,2
3612,SMTL2_HUMAN,2
3613,SMYD3_HUMAN,2
3614,SNP23_HUMAN,2
3615,SNP29_HUMAN,2
3616,SNPC4_HUMAN,2
3617,SNURF_HUMAN,2
3618,SNX12_HUMAN,2
3619,SNX27_HUMAN,2
3620,SNX30_HUMAN,2
3621,SOS1_HUMAN,2
3622,SOX3_HUMAN,2
3623,SP3_HUMAN,2
3624,SPA5L_HUMAN,2
3625,SPAG1_HUMAN,2
3626,SPAG5_HUMAN,2
3627,SPD2A_HUMAN,2
3628,SPDLY_HUMAN,2
3629,SPHK2_HUMAN,2
3630,SPN1_HUMAN,2
3631,SPT33_HUMAN,2
3632,SR1IP_HUMAN,2
3633,SRBP2_HUMAN,2
3634,SRBS1_HUMAN,2
3635,SRCN1_HUMAN,2
3636,SRGP2_HUMAN,2
3637,SRGP3_HUMAN,2
3638,SRP09_HUMAN,2
3639,SRPK2_HUMAN,2
3640,SRS12_HUMAN,2
3641,SSA27_HUMAN,2
3642,SSBP_HUMAN,2
3643,SSH2_HUMAN,2
3644,ST17A_HUMAN,2
3645,STA5A_HUMAN,2
3646,STC2_HUMAN,2
3647,STK11_HUMAN,2
3648,STK33_HUMAN,2
3649,STML2_HUMAN,2
3650,STX11_HUMAN,2
3651,STX16_HUMAN,2
3652,STX17_HUMAN,2
3653,SUMO2_HUMAN,2
3654,SYCC_HUMAN,2
3655,SYFA_HUMAN,2
3656,SYHC_HUMAN,2
3657,SYIM_HUMAN,2
3658,SYNC_HUMAN,2
3659,SYNE3_HUMAN,2
3660,SYNPO_HUMAN,2
3661,SYTL1_HUMAN,2
3662,SYVC_HUMAN,2
3663,T11L1_HUMAN,2
3664,T132B_HUMAN,2
3665,T22D2_HUMAN,2
3666,T3JAM_HUMAN,2
3667,TAB1_HUMAN,2
3668,TAB2_HUMAN,2
3669,TAF1D_HUMAN,2
3670,TAGL3_HUMAN,2
3671,TANK_HUMAN,2
3672,TAOK3_HUMAN,2
3673,TB10A_HUMAN,2
3674,TB10C_HUMAN,2
3675,TB22B_HUMAN,2
3676,TBAL3_HUMAN,2
3677,TBB8L_HUMAN,2
3678,TBC13_HUMAN,2
3679,TBC14_HUMAN,2
3680,TBC8B_HUMAN,2
3681,TBCA_HUMAN,2
3682,TBCEL_HUMAN,2
3683,TDRD3_HUMAN,2
3684,TEAD3_HUMAN,2
3685,TELO2_HUMAN,2
3686,TET2_HUMAN,2
3687,TF2H1_HUMAN,2
3688,TF3A_HUMAN,2
3689,TF3C3_HUMAN,2
3690,TF7L1_HUMAN,2
3691,THIC_HUMAN,2
3692,THRB_HUMAN,2
3693,TIPIN_HUMAN,2
3694,TLN2_HUMAN,2
3695,TM163_HUMAN,2
3696,TM1L1_HUMAN,2
3697,TM230_HUMAN,2
3698,TMA7_HUMAN,2
3699,TMCC3_HUMAN,2
3700,TMM40_HUMAN,2
3701,TMM51_HUMAN,2
3702,TMPSD_HUMAN,2
3703,TNIP1_HUMAN,2
3704,TOB2_HUMAN,2
3705,TOE1_HUMAN,2
3706,TPC12_HUMAN,2
3707,TPPC9_HUMAN,2
3708,TRHY_HUMAN,2
3709,TRIP6_HUMAN,2
3710,TRM1L_HUMAN,2
3711,TRM1_HUMAN,2
3712,TRM44_HUMAN,2
3713,TRPM2_HUMAN,2
3714,TRRAP_HUMAN,2
3715,TRXR3_HUMAN,2
3716,TRY1_HUMAN,2
3717,TSYL2_HUMAN,2
3718,TXNL1_HUMAN,2
3719,TYB10_HUMAN,2
3720,TYK2_HUMAN,2
3721,U119B_HUMAN,2
3722,U3IP2_HUMAN,2
3723,U5S1_HUMAN,2
3724,UB2E3_HUMAN,2
3725,UB2V1_HUMAN,2
3726,UB2V2_HUMAN,2
3727,UBA3_HUMAN,2
3728,UBE2B_HUMAN,2
3729,UBE2T_HUMAN,2
3730,UBF1_HUMAN,2
3731,UBFD1_HUMAN,2
3732,UBP19_HUMAN,2
3733,UBP21_HUMAN,2
3734,UBP37_HUMAN,2
3735,UBP43_HUMAN,2
3736,UBXN7_HUMAN,2
3737,UCK2_HUMAN,2
3738,UGPA_HUMAN,2
3739,UN13B_HUMAN,2
3740,URFB1_HUMAN,2
3741,UVSSA_HUMAN,2
3742,VAPA_HUMAN,2
3743,VAPB_HUMAN,2
3744,VATC1_HUMAN,2
3745,VAX2_HUMAN,2
3746,VP13B_HUMAN,2
3747,VP13C_HUMAN,2
3748,VPS11_HUMAN,2
3749,VPS4A_HUMAN,2
3750,VPS8_HUMAN,2
3751,VSIG8_HUMAN,2
3752,WASL_HUMAN,2
3753,WDR12_HUMAN,2
3754,WDR26_HUMAN,2
3755,WDR48_HUMAN,2
3756,WIBG_HUMAN,2
3757,WRN_HUMAN,2
3758,WT1_HUMAN,2
3759,XPF_HUMAN,2
3760,XPO1_HUMAN,2
3761,XPO4_HUMAN,2
3762,YAF2_HUMAN,2
3763,YLAT2_HUMAN,2
3764,Z280C_HUMAN,2
3765,Z286A_HUMAN,2
3766,Z518A_HUMAN,2
3767,ZBED4_HUMAN,2
3768,ZBT10_HUMAN,2
3769,ZBT14_HUMAN,2
3770,ZBT16_HUMAN,2
3771,ZBT17_HUMAN,2
3772,ZC12A_HUMAN,2
3773,ZC3H8_HUMAN,2
3774,ZDH20_HUMAN,2
3775,ZDHC8_HUMAN,2
3776,ZEP1_HUMAN,2
3777,ZF64A_HUMAN,2
3778,ZFAN3_HUMAN,2
3779,ZFN2B_HUMAN,2
3780,ZFX_HUMAN,2
3781,ZGPAT_HUMAN,2
3782,ZIC3_HUMAN,2
3783,ZKSC8_HUMAN,2
3784,ZN180_HUMAN,2
3785,ZN329_HUMAN,2
3786,ZN330_HUMAN,2
3787,ZN341_HUMAN,2
3788,ZN407_HUMAN,2
3789,ZN428_HUMAN,2
3790,ZN444_HUMAN,2
3791,ZN446_HUMAN,2
3792,ZN483_HUMAN,2
3793,ZN521_HUMAN,2
3794,ZN576_HUMAN,2
3795,ZN618_HUMAN,2
3796,ZN646_HUMAN,2
3797,ZN703_HUMAN,2
3798,ZNF48_HUMAN,2
3799,ZNHI3_HUMAN,2
3800,ZSCA2_HUMAN,2
3801,ZZEF1_HUMAN,2
3802,1A23_HUMAN,1
3803,1A69_HUMAN,1
3804,1B13_HUMAN,1
3805,1B40_HUMAN,1
3806,1B48_HUMAN,1
3807,1B73_HUMAN,1
3808,1C07_HUMAN,1
3809,2A5E_HUMAN,1
3810,5NT1A_HUMAN,1
3811,6PGL_HUMAN,1
3812,A1AT_HUMAN,1
3813,A4_HUMAN,1
3814,AAAS_HUMAN,1
3815,AACT_HUMAN,1
3816,AATC_HUMAN,1
3817,ABCA6_HUMAN,1
3818,ABCAD_HUMAN,1
3819,ABCB6_HUMAN,1
3820,ABCCB_HUMAN,1
3821,ABLM2_HUMAN,1
3822,ABTB2_HUMAN,1
3823,ACADL_HUMAN,1
3824,ACAP1_HUMAN,1
3825,ACAP2_HUMAN,1
3826,ACATN_HUMAN,1
3827,ACBD5_HUMAN,1
3828,ACBP_HUMAN,1
3829,ACD_HUMAN,1
3830,ACL6A_HUMAN,1
3831,ACON_HUMAN,1
3832,ACOT4_HUMAN,1
3833,ACOX1_HUMAN,1
3834,ACSL3_HUMAN,1
3835,ACTN3_HUMAN,1
3836,ACTY_HUMAN,1
3837,ADAM8_HUMAN,1
3838,ADAM9_HUMAN,1
3839,ADAT1_HUMAN,1
3840,ADAT3_HUMAN,1
3841,ADCY8_HUMAN,1
3842,ADRB2_HUMAN,1
3843,ADRM1_HUMAN,1
3844,ADRO_HUMAN,1
3845,ADT4_HUMAN,1
3846,ADX_HUMAN,1
3847,AEBP1_HUMAN,1
3848,AFF2_HUMAN,1
3849,AFG32_HUMAN,1
3850,AG1L2_HUMAN,1
3851,AGK_HUMAN,1
3852,AGO2_HUMAN,1
3853,AGRA1_HUMAN,1
3854,AHI1_HUMAN,1
3855,AIDA_HUMAN,1
3856,AIFM1_HUMAN,1
3857,AIMP1_HUMAN,1
3858,AK1A1_HUMAN,1
3859,AKAP3_HUMAN,1
3860,AKAP6_HUMAN,1
3861,AKAP9_HUMAN,1
3862,AKT2_HUMAN,1
3863,AL1A3_HUMAN,1
3864,AL1L2_HUMAN,1
3865,AL7A1_HUMAN,1
3866,ALG2_HUMAN,1
3867,ALG3_HUMAN,1
3868,ALPK2_HUMAN,1
3869,ALX1_HUMAN,1
3870,AMER1_HUMAN,1
3871,AMERL_HUMAN,1
3872,AMGO2_HUMAN,1
3873,AMMR1_HUMAN,1
3874,AMOT_HUMAN,1
3875,AN13D_HUMAN,1
3876,AN18B_HUMAN,1
3877,AN20B_HUMAN,1
3878,AN32C_HUMAN,1
3879,AN36A_HUMAN,1
3880,ANGL1_HUMAN,1
3881,ANKR2_HUMAN,1
3882,ANKY1_HUMAN,1
3883,ANM1_HUMAN,1
3884,ANM5_HUMAN,1
3885,ANPRB_HUMAN,1
3886,ANR23_HUMAN,1
3887,ANR28_HUMAN,1
3888,ANR39_HUMAN,1
3889,ANR40_HUMAN,1
3890,ANR54_HUMAN,1
3891,ANR63_HUMAN,1
3892,ANXA4_HUMAN,1
3893,ANXA7_HUMAN,1
3894,AP1AR_HUMAN,1
3895,AP1B1_HUMAN,1
3896,AP1G1_HUMAN,1
3897,AP1M2_HUMAN,1
3898,AP2A1_HUMAN,1
3899,AP2A2_HUMAN,1
3900,AP2A_HUMAN,1
3901,AP2E_HUMAN,1
3902,AP5B1_HUMAN,1
3903,APBA1_HUMAN,1
3904,APBA2_HUMAN,1
3905,APBA3_HUMAN,1
3906,APBB1_HUMAN,1
3907,APH1A_HUMAN,1
3908,APOBR_HUMAN,1
3909,AR2BP_HUMAN,1
3910,AR6P6_HUMAN,1
3911,ARF5_HUMAN,1
3912,ARFG3_HUMAN,1
3913,ARFP2_HUMAN,1
3914,ARG35_HUMAN,1
3915,ARH38_HUMAN,1
3916,ARHG9_HUMAN,1
3917,ARHGJ_HUMAN,1
3918,ARH_HUMAN,1
3919,ARI2_HUMAN,1
3920,ARI5A_HUMAN,1
3921,ARL2_HUMAN,1
3922,ARL8B_HUMAN,1
3923,ARM10_HUMAN,1
3924,ARMC2_HUMAN,1
3925,ARMC4_HUMAN,1
3926,ARMC5_HUMAN,1
3927,ARP5L_HUMAN,1
3928,ARPC3_HUMAN,1
3929,ARRC_HUMAN,1
3930,ARSB_HUMAN,1
3931,ASB7_HUMAN,1
3932,ASCC3_HUMAN,1
3933,ASCL2_HUMAN,1
3934,ASF1B_HUMAN,1
3935,ASIC2_HUMAN,1
3936,ASTN1_HUMAN,1
3937,AT11B_HUMAN,1
3938,AT1A3_HUMAN,1
3939,AT1B3_HUMAN,1
3940,AT2A2_HUMAN,1
3941,AT2A3_HUMAN,1
3942,AT2B4_HUMAN,1
3943,AT7L2_HUMAN,1
3944,ATAD1_HUMAN,1
3945,ATAT_HUMAN,1
3946,ATD3C_HUMAN,1
3947,ATG4B_HUMAN,1
3948,ATG4D_HUMAN,1
3949,ATLA1_HUMAN,1
3950,ATM_HUMAN,1
3951,ATP5J_HUMAN,1
3952,ATPD_HUMAN,1
3953,ATRAP_HUMAN,1
3954,ATR_HUMAN,1
3955,ATS5_HUMAN,1
3956,AUHM_HUMAN,1
3957,AUP1_HUMAN,1
3958,AUXI_HUMAN,1
3959,AVIL_HUMAN,1
3960,B2L11_HUMAN,1
3961,B2L13_HUMAN,1
3962,B2L14_HUMAN,1
3963,B4GT1_HUMAN,1
3964,B4GT2_HUMAN,1
3965,B4GT7_HUMAN,1
3966,BACH1_HUMAN,1
3967,BACH_HUMAN,1
3968,BAF_HUMAN,1
3969,BAHD1_HUMAN,1
3970,BASI_HUMAN,1
3971,BAX_HUMAN,1
3972,BBS4_HUMAN,1
3973,BCAM_HUMAN,1
3974,BDP1_HUMAN,1
3975,BEND3_HUMAN,1
3976,BEND5_HUMAN,1
3977,BEST4_HUMAN,1
3978,BET1_HUMAN,1
3979,BICR1_HUMAN,1
3980,BID_HUMAN,1
3981,BIEA_HUMAN,1
3982,BLVRB_HUMAN,1
3983,BM2KL_HUMAN,1
3984,BMP15_HUMAN,1
3985,BMPR2_HUMAN,1
3986,BNC2_HUMAN,1
3987,BNIP2_HUMAN,1
3988,BOLA2_HUMAN,1
3989,BOP1_HUMAN,1
3990,BORA_HUMAN,1
3991,BRAP_HUMAN,1
3992,BRAT1_HUMAN,1
3993,BRD7_HUMAN,1
3994,BRD8_HUMAN,1
3995,BRI3B_HUMAN,1
3996,BRM1L_HUMAN,1
3997,BRMS1_HUMAN,1
3998,BRNP3_HUMAN,1
3999,BRSK1_HUMAN,1
4000,BSN_HUMAN,1
4001,BT3A1_HUMAN,1
4002,BTAF1_HUMAN,1
4003,BTBD7_HUMAN,1
4004,BTBD9_HUMAN,1
4005,BTBDA_HUMAN,1
4006,BUB3_HUMAN,1
4007,BZW2_HUMAN,1
4008,C144B_HUMAN,1
4009,C2D1B_HUMAN,1
4010,C42S1_HUMAN,1
4011,CA131_HUMAN,1
4012,CA159_HUMAN,1
4013,CA167_HUMAN,1
4014,CA186_HUMAN,1
4015,CA228_HUMAN,1
4016,CA229_HUMAN,1
4017,CABL2_HUMAN,1
4018,CAC1G_HUMAN,1
4019,CACB3_HUMAN,1
4020,CACO1_HUMAN,1
4021,CAD26_HUMAN,1
4022,CADH1_HUMAN,1
4023,CADH2_HUMAN,1
4024,CADH6_HUMAN,1
4025,CADH9_HUMAN,1
4026,CALCB_HUMAN,1
4027,CALY_HUMAN,1
4028,CAN1_HUMAN,1
4029,CAPR2_HUMAN,1
4030,CAR10_HUMAN,1
4031,CARM1_HUMAN,1
4032,CASL_HUMAN,1
4033,CASP2_HUMAN,1
4034,CASP3_HUMAN,1
4035,CATL2_HUMAN,1
4036,CBLN4_HUMAN,1
4037,CBPA5_HUMAN,1
4038,CBPC1_HUMAN,1
4039,CBR1_HUMAN,1
4040,CBR3_HUMAN,1
4041,CBX2_HUMAN,1
4042,CBX4_HUMAN,1
4043,CBX6_HUMAN,1
4044,CC067_HUMAN,1
4045,CC117_HUMAN,1
4046,CC132_HUMAN,1
4047,CC134_HUMAN,1
4048,CC137_HUMAN,1
4049,CC138_HUMAN,1
4050,CC146_HUMAN,1
4051,CC147_HUMAN,1
4052,CC154_HUMAN,1
4053,CC166_HUMAN,1
4054,CC186_HUMAN,1
4055,CC28B_HUMAN,1
4056,CC74A_HUMAN,1
4057,CCD37_HUMAN,1
4058,CCD71_HUMAN,1
4059,CCD80_HUMAN,1
4060,CCD81_HUMAN,1
4061,CCG6_HUMAN,1
4062,CCL13_HUMAN,1
4063,CCL1_HUMAN,1
4064,CCND2_HUMAN,1
4065,CCNE1_HUMAN,1
4066,CCNE2_HUMAN,1
4067,CCNF_HUMAN,1
4068,CCPG1_HUMAN,1
4069,CCR6_HUMAN,1
4070,CCSE1_HUMAN,1
4071,CCZ1_HUMAN,1
4072,CD032_HUMAN,1
4073,CD050_HUMAN,1
4074,CD158_HUMAN,1
4075,CD244_HUMAN,1
4076,CD248_HUMAN,1
4077,CDC42_HUMAN,1
4078,CDK10_HUMAN,1
4079,CDN1A_HUMAN,1
4080,CDN1B_HUMAN,1
4081,CDN2D_HUMAN,1
4082,CDO1_HUMAN,1
4083,CDS1_HUMAN,1
4084,CE104_HUMAN,1
4085,CE128_HUMAN,1
4086,CEBPA_HUMAN,1
4087,CEBPB_HUMAN,1
4088,CEBPG_HUMAN,1
4089,CELF1_HUMAN,1
4090,CELR2_HUMAN,1
4091,CELR3_HUMAN,1
4092,CENPE_HUMAN,1
4093,CENPK_HUMAN,1
4094,CENPR_HUMAN,1
4095,CENPU_HUMAN,1
4096,CEP41_HUMAN,1
4097,CEP72_HUMAN,1
4098,CEP78_HUMAN,1
4099,CEP85_HUMAN,1
4100,CERS2_HUMAN,1
4101,CF010_HUMAN,1
4102,CF203_HUMAN,1
4103,CFA97_HUMAN,1
4104,CFAB_HUMAN,1
4105,CFDP1_HUMAN,1
4106,CG073_HUMAN,1
4107,CGBP1_HUMAN,1
4108,CHCH2_HUMAN,1
4109,CHD6_HUMAN,1
4110,CHFR_HUMAN,1
4111,CHM1A_HUMAN,1
4112,CHM2B_HUMAN,1
4113,CHMP5_HUMAN,1
4114,CHMP7_HUMAN,1
4115,CHRC1_HUMAN,1
4116,CHRD1_HUMAN,1
4117,CHSS2_HUMAN,1
4118,CHSTD_HUMAN,1
4119,CI016_HUMAN,1
4120,CI062_HUMAN,1
4121,CI142_HUMAN,1
4122,CIDEA_HUMAN,1
4123,CIP2A_HUMAN,1
4124,CIR1_HUMAN,1
4125,CJ011_HUMAN,1
4126,CJ088_HUMAN,1
4127,CK095_HUMAN,1
4128,CKAP2_HUMAN,1
4129,CL16A_HUMAN,1
4130,CLC7A_HUMAN,1
4131,CLCA_HUMAN,1
4132,CLD10_HUMAN,1
4133,CLD12_HUMAN,1
4134,CLD23_HUMAN,1
4135,CLD9_HUMAN,1
4136,CLH2_HUMAN,1
4137,CLMN_HUMAN,1
4138,CLMP_HUMAN,1
4139,CLTR1_HUMAN,1
4140,CLTR2_HUMAN,1
4141,CMIP_HUMAN,1
4142,CN093_HUMAN,1
4143,CN142_HUMAN,1
4144,CN166_HUMAN,1
4145,CNGB3_HUMAN,1
4146,CNKR3_HUMAN,1
4147,CNNM2_HUMAN,1
4148,CNOT1_HUMAN,1
4149,CNTN5_HUMAN,1
4150,CNTP2_HUMAN,1
4151,CNTP4_HUMAN,1
4152,CNTRB_HUMAN,1
4153,CNTRL_HUMAN,1
4154,CO059_HUMAN,1
4155,CO3_HUMAN,1
4156,CO4A6_HUMAN,1
4157,CO5A3_HUMAN,1
4158,COA5_HUMAN,1
4159,COBA1_HUMAN,1
4160,COG2_HUMAN,1
4161,COJA1_HUMAN,1
4162,COLA1_HUMAN,1
4163,COMD2_HUMAN,1
4164,COMD3_HUMAN,1
4165,COMP_HUMAN,1
4166,COPA_HUMAN,1
4167,COPG1_HUMAN,1
4168,COPG2_HUMAN,1
4169,COPZ1_HUMAN,1
4170,COPZ2_HUMAN,1
4171,COQ6_HUMAN,1
4172,COR1C_HUMAN,1
4173,COX17_HUMAN,1
4174,COX2_HUMAN,1
4175,COX41_HUMAN,1
4176,CP046_HUMAN,1
4177,CP059_HUMAN,1
4178,CP135_HUMAN,1
4179,CP1A1_HUMAN,1
4180,CP27A_HUMAN,1
4181,CPEB2_HUMAN,1
4182,CPEB4_HUMAN,1
4183,CPNE6_HUMAN,1
4184,CPPED_HUMAN,1
4185,CPSF1_HUMAN,1
4186,CPSF5_HUMAN,1
4187,CPSM_HUMAN,1
4188,CPT1A_HUMAN,1
4189,CQ059_HUMAN,1
4190,CQ100_HUMAN,1
4191,CR021_HUMAN,1
4192,CR063_HUMAN,1
4193,CR3L1_HUMAN,1
4194,CRBN_HUMAN,1
4195,CREM_HUMAN,1
4196,CRFM7_HUMAN,1
4197,CRTAP_HUMAN,1
4198,CS018_HUMAN,1
4199,CS082_HUMAN,1
4200,CSAD_HUMAN,1
4201,CSDC2_HUMAN,1
4202,CSF3R_HUMAN,1
4203,CSKP_HUMAN,1
4204,CSMD1_HUMAN,1
4205,CSN3_HUMAN,1
4206,CSPG2_HUMAN,1
4207,CT027_HUMAN,1
4208,CTIF_HUMAN,1
4209,CTNL1_HUMAN,1
4210,CTR1_HUMAN,1
4211,CTR3_HUMAN,1
4212,CTU1_HUMAN,1
4213,CU037_HUMAN,1
4214,CU129_HUMAN,1
4215,CUL5_HUMAN,1
4216,CUTC_HUMAN,1
4217,CUX2_HUMAN,1
4218,CWC15_HUMAN,1
4219,CWC22_HUMAN,1
4220,CX7A2_HUMAN,1
4221,CXB1_HUMAN,1
4222,CXXC5_HUMAN,1
4223,CYB5B_HUMAN,1
4224,CYFP1_HUMAN,1
4225,CYLD_HUMAN,1
4226,CYTB_HUMAN,1
4227,DAB2_HUMAN,1
4228,DACT3_HUMAN,1
4229,DAG1_HUMAN,1
4230,DAPK1_HUMAN,1
4231,DBF4B_HUMAN,1
4232,DC1I2_HUMAN,1
4233,DCAF8_HUMAN,1
4234,DCD2B_HUMAN,1
4235,DCR1C_HUMAN,1
4236,DCTN1_HUMAN,1
4237,DDAH1_HUMAN,1
4238,DDR2_HUMAN,1
4239,DDX47_HUMAN,1
4240,DDX52_HUMAN,1
4241,DDX53_HUMAN,1
4242,DEAF1_HUMAN,1
4243,DECR2_HUMAN,1
4244,DECR_HUMAN,1
4245,DEN2C_HUMAN,1
4246,DEN2D_HUMAN,1
4247,DEN5A_HUMAN,1
4248,DEND_HUMAN,1
4249,DEP1A_HUMAN,1
4250,DEP1B_HUMAN,1
4251,DGKG_HUMAN,1
4252,DGKQ_HUMAN,1
4253,DHX16_HUMAN,1
4254,DHX57_HUMAN,1
4255,DIAP1_HUMAN,1
4256,DIAP3_HUMAN,1
4257,DJC12_HUMAN,1
4258,DJC13_HUMAN,1
4259,DJC17_HUMAN,1
4260,DLEC1_HUMAN,1
4261,DLGP2_HUMAN,1
4262,DLK1_HUMAN,1
4263,DLX2_HUMAN,1
4264,DMRTA_HUMAN,1
4265,DNA2_HUMAN,1
4266,DNAI1_HUMAN,1
4267,DNJA2_HUMAN,1
4268,DNJC2_HUMAN,1
4269,DNJC9_HUMAN,1
4270,DNLZ_HUMAN,1
4271,DNMBP_HUMAN,1
4272,DOB_HUMAN,1
4273,DOCK1_HUMAN,1
4274,DOCK9_HUMAN,1
4275,DOK1_HUMAN,1
4276,DOK6_HUMAN,1
4277,DONS_HUMAN,1
4278,DPH7_HUMAN,1
4279,DPM1_HUMAN,1
4280,DPOE2_HUMAN,1
4281,DPOE3_HUMAN,1
4282,DPOG1_HUMAN,1
4283,DPOLN_HUMAN,1
4284,DRAM2_HUMAN,1
4285,DRC7_HUMAN,1
4286,DRP2_HUMAN,1
4287,DSCL1_HUMAN,1
4288,DTD1_HUMAN,1
4289,DTX2_HUMAN,1
4290,DUOX2_HUMAN,1
4291,DUS12_HUMAN,1
4292,DUS15_HUMAN,1
4293,DUS22_HUMAN,1
4294,DUS28_HUMAN,1
4295,DYH11_HUMAN,1
4296,DYH2_HUMAN,1
4297,DYH3_HUMAN,1
4298,DYH5_HUMAN,1
4299,DYL2_HUMAN,1
4300,DYRK4_HUMAN,1
4301,DYXC1_HUMAN,1
4302,E2AK1_HUMAN,1
4303,E400N_HUMAN,1
4304,E41LA_HUMAN,1
4305,E41LB_HUMAN,1
4306,ECD_HUMAN,1
4307,ECE1_HUMAN,1
4308,ECH1_HUMAN,1
4309,ECM29_HUMAN,1
4310,ECSIT_HUMAN,1
4311,EDN3_HUMAN,1
4312,EFC12_HUMAN,1
4313,EFCB7_HUMAN,1
4314,EGFR_HUMAN,1
4315,EHD1_HUMAN,1
4316,EHD4_HUMAN,1
4317,EI2BD_HUMAN,1
4318,EI2BE_HUMAN,1
4319,EIF1B_HUMAN,1
4320,EIF1_HUMAN,1
4321,ELF4_HUMAN,1
4322,ELL3_HUMAN,1
4323,ELNE_HUMAN,1
4324,ELOA1_HUMAN,1
4325,ELOC_HUMAN,1
4326,ELP2_HUMAN,1
4327,ELP4_HUMAN,1
4328,EMAL1_HUMAN,1
4329,EMB_HUMAN,1
4330,ENDD1_HUMAN,1
4331,EPC1_HUMAN,1
4332,EPHA2_HUMAN,1
4333,EPHX4_HUMAN,1
4334,EPMIP_HUMAN,1
4335,ERC2_HUMAN,1
4336,ERF3B_HUMAN,1
4337,ERMP1_HUMAN,1
4338,ERN1_HUMAN,1
4339,ERP44_HUMAN,1
4340,ERR3_HUMAN,1
4341,ESCO1_HUMAN,1
4342,ESPNL_HUMAN,1
4343,ESRP1_HUMAN,1
4344,ETFB_HUMAN,1
4345,ETV1_HUMAN,1
4346,ETV5_HUMAN,1
4347,ETV7_HUMAN,1
4348,EVI1_HUMAN,1
4349,EXOC3_HUMAN,1
4350,EXOS9_HUMAN,1
4351,F104A_HUMAN,1
4352,F110B_HUMAN,1
